country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","07-01-2025 17:00:00",25.425602,81.917152,OZONE,8,12,10
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","07-01-2025 17:00:00",25.494,81.863,OZONE,8,13,11
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","07-01-2025 17:00:00",28.47272,77.482000,OZONE,8,49,35
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","07-01-2025 17:00:00",27.19865833,78.00598056,OZONE,5,39,32
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","07-01-2025 17:00:00",28.802625,78.753728,OZONE,18,22,21
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","07-01-2025 17:00:00",28.2348927,77.8683002,OZONE,4,42,5
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","07-01-2025 17:00:00",26.509954,80.249612,OZONE,19,22,21
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB","07-01-2025 17:00:00",25.3505986,82.9083074,OZONE,14,21,18
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","07-01-2025 17:00:00",23.567923,87.306843,OZONE,3,205,137
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","07-01-2025 17:00:00",22.49929,88.36917,OZONE,9,55,29
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","07-01-2025 17:00:00",26.63086,84.90051,OZONE,11,12,12
India,Bihar,Munger,"Town Hall, Munger - BSPCB","07-01-2025 17:00:00",25.376776,86.471523,OZONE,2,10,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","07-01-2025 17:00:00",26.11442,85.39813,OZONE,8,18,13
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","07-01-2025 17:00:00",21.219665,81.630094,OZONE,2,6,2
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","07-01-2025 17:00:00",24.952822,84.002396,OZONE,2,15,9
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","07-01-2025 17:00:00",30.751462,76.762879,OZONE,3,25,15
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","07-01-2025 17:00:00",26.181742,91.78063,OZONE,3,76,23
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB","07-01-2025 17:00:00",13.67,79.35,OZONE,6,38,28
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","07-01-2025 17:00:00",25.7808257,84.7446768,OZONE,1,2,1
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","07-01-2025 17:00:00",25.892357,86.590325,OZONE,9,13,10
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","07-01-2025 17:00:00",28.647622,77.3158090,OZONE,2,9,5
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","07-01-2025 17:00:00",26.0881305,87.93840336,OZONE,19,22,19
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","07-01-2025 17:00:00",28.5918245,77.2273074,OZONE,16,40,32
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","07-01-2025 17:00:00",28.611281,77.237738,OZONE,12,51,38
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","07-01-2025 17:00:00",23.707909,86.414670,OZONE,7,7,7
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","07-01-2025 17:00:00",12.9135218,77.5950804,OZONE,18,26,24
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","07-01-2025 17:00:00",28.4417,77.3217,OZONE,17,19,18
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","07-01-2025 17:00:00",28.422681,77.148944,OZONE,33,74,58
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","07-01-2025 17:00:00",20.362421,72.918013,OZONE,2,2,2
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","07-01-2025 17:00:00",28.593883,76.270653,OZONE,13,17,16
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","07-01-2025 17:00:00",28.52123,76.37138,OZONE,45,55,48
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","07-01-2025 17:00:00",34.066206,74.819820,OZONE,2,2,2
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","07-01-2025 17:00:00",23.80569,86.44268,OZONE,7,19,15
India,Delhi,Delhi,"Pusa, Delhi - IMD","07-01-2025 17:00:00",28.636110,77.173332,OZONE,23,37,36
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","07-01-2025 17:00:00",28.672342,77.315260,OZONE,5,14,10
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","07-01-2025 17:00:00",28.674045,77.131023,OZONE,14,326,170
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","07-01-2025 17:00:00",23.023389,72.515201,OZONE,20,99,75
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","07-01-2025 17:00:00",12.889250,74.853000,OZONE,24,24,24
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","07-01-2025 17:00:00",11.55358,76.55521,OZONE,21,49,38
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","07-01-2025 17:00:00",14.475800,75.905200,OZONE,19,20,19
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","07-01-2025 17:00:00",13.029152,77.585901,SO2,11,21,16
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","07-01-2025 17:00:00",12.938539,77.590100,OZONE,10,94,67
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","07-01-2025 17:00:00",23.210494,77.425409,OZONE,14,36,30
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","07-01-2025 17:00:00",23.233584,77.400574,OZONE,23,96,73
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","07-01-2025 17:00:00",16.7602,77.1428,OZONE,18,20,19
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","07-01-2025 17:00:00",8.563700,76.886500,OZONE,36,37,36
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","07-01-2025 17:00:00",22.4310,75.5213,OZONE,16,76,60
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","07-01-2025 17:00:00",23.142888,79.916147,OZONE,14,64,45
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB","07-01-2025 17:00:00",14.791800,75.389600,OZONE,34,34,34
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","07-01-2025 17:00:00",20.9402359,77.7895248,OZONE,18,73,47
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","07-01-2025 17:00:00",20.939198,77.765701,OZONE,2,44,32
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","07-01-2025 17:00:00",19.875620,75.387310,OZONE,7,93,62
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","07-01-2025 17:00:00",19.8389439,75.244448,OZONE,55,118,101
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","07-01-2025 17:00:00",22.624758,75.675238,OZONE,40,116,89
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","07-01-2025 17:00:00",24.58434363,80.8549414,OZONE,21,31,27
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","07-01-2025 17:00:00",19.962900,79.298714,OZONE,29,54,34
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","07-01-2025 17:00:00",20.918946,74.776388,OZONE,12,79,57
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","07-01-2025 17:00:00",19.23241,72.86895,OZONE,7,54,39
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","07-01-2025 17:00:00",19.0632143,72.8456324,OZONE,1,107,32
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","07-01-2025 17:00:00",18.39963,76.57452,OZONE,7,67,47
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","07-01-2025 17:00:00",19.16485,73.23409,OZONE,10,94,55
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","07-01-2025 17:00:00",23.108440,77.511428,OZONE,22,30,26
India,"Madhya Pradesh",Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB","07-01-2025 17:00:00","23.182719 ","75.768218 ",OZONE,60,75,64
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","07-01-2025 17:00:00",18.614767,73.799516,OZONE,4,144,97
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","07-01-2025 17:00:00",18.664282,73.763966,OZONE,3,65,32
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","07-01-2025 17:00:00",18.605770,73.749976,OZONE,1,170,86
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","07-01-2025 17:00:00",19.4458210,72.7988231,OZONE,33,106,74
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB","07-01-2025 17:00:00",25.5586,91.8985,OZONE,22,72,65
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","07-01-2025 17:00:00",19.26777,72.97182,OZONE,29,134,83
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","07-01-2025 17:00:00",19.222279,72.957979,OZONE,18,98,68
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","07-01-2025 17:00:00",19.047000,72.874600,CO,38,38,38
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","07-01-2025 17:00:00",19.10861,72.83622,OZONE,4,6,5
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","07-01-2025 17:00:00",20.832874,85.104082,OZONE,6,122,77
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","07-01-2025 17:00:00",20.021503,73.813844,OZONE,2,91,69
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","07-01-2025 17:00:00",28.018792,73.292658,OZONE,9,100,66
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB","07-01-2025 17:00:00",24.892047,74.623527,OZONE,10,131,90
India,Rajasthan,Banswara,"Rati Talai, Banswara - RSPCB","07-01-2025 17:00:00",23.555190,74.440010,OZONE,45,102,88
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","07-01-2025 17:00:00",25.106006,76.469948,OZONE,13,100,76
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","07-01-2025 17:00:00",25.747299,71.393989,OZONE,43,88,79
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","07-01-2025 17:00:00",22.1166054,85.3945546,OZONE,1,25,17
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","07-01-2025 17:00:00",20.240790,85.836784,OZONE,6,64,45
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","07-01-2025 17:00:00",25.771061," 73.340227",OZONE,9,58,42
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","07-01-2025 17:00:00",26.960669,75.771817,OZONE,9,81,57
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","07-01-2025 17:00:00","20.48891     ","85.84768     ",OZONE,3,240,179
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","07-01-2025 17:00:00",28.108988,75.386577,OZONE,4,99,81
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","07-01-2025 17:00:00",20.9360711,85.1707021,OZONE,7,55,39
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","07-01-2025 17:00:00",24.885261,72.857549,OZONE,28,107,83
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","07-01-2025 17:00:00",12.909494,79.131861,CO,67,73,70
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","07-01-2025 17:00:00",11.4068288,76.7138973,OZONE,5,6,5
India,TamilNadu,Palkalaiperur,"Bharathidasan University, Palkalaiperur - TNPCB","07-01-2025 17:00:00",10.681158,78.741746,CO,10,10,10
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","07-01-2025 17:00:00",11.258242,77.552761,OZONE,1,6,4
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","07-01-2025 17:00:00",13.1036,80.2909,OZONE,18,24,21
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","07-01-2025 17:00:00",11.0328,77.0349,OZONE,5,7,6
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","07-01-2025 17:00:00",10.967820,78.080882,OZONE,9,42,13
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","07-01-2025 17:00:00",9.865935,78.022669,OZONE,6,6,6
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","07-01-2025 17:00:00",28.757294,77.278792,OZONE,1,44,24
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","07-01-2025 17:00:00",28.685382,77.453839,OZONE,1,35,23
India,TamilNadu,Cuddalore,"Kudikadu, Cuddalore - TNPCB","07-01-2025 17:00:00",11.6829898,79.7532099,OZONE,4,4,4
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","07-01-2025 17:00:00",28.557054,77.453663,OZONE,2,37,26
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","07-01-2025 17:00:00",27.168897,78.376960,OZONE,16,21,18
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","07-01-2025 17:00:00",26.159933,75.780517,OZONE,7,61,38
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","07-01-2025 17:00:00",26.766433,80.927299,OZONE,10,31,23
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","07-01-2025 17:00:00",26.868120,81.005119,OZONE,23,25,24
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","07-01-2025 17:00:00",26.906111,80.948222,OZONE,6,46,33
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","07-01-2025 17:00:00",26.90723,80.98579,OZONE,13,25,19
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","07-01-2025 17:00:00",26.83399722,80.8917361,OZONE,2,80,48
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB","07-01-2025 17:00:00",28.5898,77.3101,OZONE,10,25,21
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB","07-01-2025 17:00:00",30.075911,78.2859547,OZONE,5,40,22
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","07-01-2025 17:00:00",23.616515,87.119133,OZONE,4,81,55
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","07-01-2025 17:00:00",22.6025571,88.3105664,OZONE,2,68,38
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","07-01-2025 17:00:00",25.560083,87.553265,OZONE,18,27,24
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","07-01-2025 17:00:00",16.486692,80.699436,OZONE,12,19,16
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","07-01-2025 17:00:00",17.72,83.3,OZONE,1,28,7
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","07-01-2025 17:00:00",25.366336,87.117468,OZONE,27,29,29
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","07-01-2025 17:00:00",25.03280,85.41948,OZONE,33,37,34
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","07-01-2025 17:00:00",25.859655,85.77944,OZONE,8,9,9
India,Assam,Silchar,"Tarapur, Silchar - PCBA","07-01-2025 17:00:00",24.82827,92.79525,OZONE,1,2,1
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","07-01-2025 17:00:00",26.987634,94.636574,OZONE,3,11,5
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB (Formerly known as DRCC Anandpur)","07-01-2025 17:00:00",25.42742023,86.13886079,OZONE,1,7,3
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","07-01-2025 17:00:00",26.1403345,85.3650192,OZONE,12,21,16
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","07-01-2025 17:00:00",26.2271665,84.3570427,OZONE,1,8,5
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","07-01-2025 17:00:00",14.465052,78.824187,OZONE,49,49,49
India,Assam,Guwahati,"IITG, Guwahati - PCBA","07-01-2025 17:00:00",26.2028636,91.70046436,OZONE,10,43,30
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","07-01-2025 17:00:00",26.446912,91.439057,OZONE,12,41,30
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","07-01-2025 17:00:00",22.977134,72.553024,OZONE,12,75,59
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","07-01-2025 17:00:00",22.08815,82.13737,CO,37,56,39
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","07-01-2025 17:00:00",22.368195,82.746431,OZONE,4,7,6
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","07-01-2025 17:00:00",28.498571,77.264840,OZONE,17,57,45
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","07-01-2025 17:00:00",28.5710274,77.0719006,OZONE,13,39,32
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","07-01-2025 17:00:00",28.5627763,77.1180053,OZONE,21,49,36
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","07-01-2025 17:00:00",28.4706914,77.1099364,OZONE,12,72,38
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","07-01-2025 17:00:00",28.656756,77.227234,OZONE,7,47,35
India,Delhi,Delhi,"Rohini, Delhi - DPCC","07-01-2025 17:00:00",28.732528,77.119920,OZONE,27,47,41
India,Delhi,Delhi,"Narela, Delhi - DPCC","07-01-2025 17:00:00",28.822836,77.101981,OZONE,1,6,4
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","07-01-2025 17:00:00",28.531346,77.190156,OZONE,26,68,56
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","07-01-2025 17:00:00",21.185571,81.343175,OZONE,7,53,42
India,Gujarat,Surat,"Science Center, Surat - SMC","07-01-2025 17:00:00",21.170046,72.795405,CO,46,60,54
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","07-01-2025 17:00:00",22.969611,72.643500,OZONE,6,39,26
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","07-01-2025 17:00:00",16.802639,75.722694,OZONE,14,17,16
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","07-01-2025 17:00:00",12.920984,77.584908,OZONE,33,38,36
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","07-01-2025 17:00:00",12.7816279,77.6299145,OZONE,22,24,23
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","07-01-2025 17:00:00",12.921418,77.502466,OZONE,22,23,22
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","07-01-2025 17:00:00",13.1276288,78.1570122,OZONE,18,52,47
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","07-01-2025 17:00:00",13.428828,77.731418,OZONE,24,24,24
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","07-01-2025 17:00:00",28.376058,77.315741,OZONE,19,21,20
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","07-01-2025 17:00:00",28.4275,77.1465,OZONE,13,64,14
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","07-01-2025 17:00:00",12.9756843,77.5660749,CO,27,46,34
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","07-01-2025 17:00:00",11.875000,75.373200,OZONE,27,31,29
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","07-01-2025 17:00:00",18.96702,72.84214,OZONE,51,91,74
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","07-01-2025 17:00:00",19.1878657,72.8304069,OZONE,3,72,36
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","07-01-2025 17:00:00",26.200388,78.147714,OZONE,38,96,80
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","07-01-2025 17:00:00",23.163174,79.973061,OZONE,12,87,66
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","07-01-2025 17:00:00",21.001264,75.565602,OZONE,3,78,57
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","07-01-2025 17:00:00",23.218135,79.957770,OZONE,13,68,49
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","07-01-2025 17:00:00",19.205800,72.868200,OZONE,15,16,16
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","07-01-2025 17:00:00",20.719516,77.000253,OZONE,1,92,44
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","07-01-2025 17:00:00",19.000084,72.856730,OZONE,1,73,50
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","07-01-2025 17:00:00",19.0863,72.8888,OZONE,28,29,29
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","07-01-2025 17:00:00",18.573040,73.927715,OZONE,10,128,83
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","07-01-2025 17:00:00",18.536457,73.805454,OZONE,7,83,61
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","07-01-2025 17:00:00",17.6599188,75.9063906,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","07-01-2025 17:00:00",18.9936162,72.8128113,OZONE,2,10,5
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","07-01-2025 17:00:00",21.121801,79.04952,OZONE,1,93,62
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","07-01-2025 17:00:00",19.235581,73.159121,OZONE,5,90,66
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB","07-01-2025 17:00:00",21.143383,79.048912,OZONE,2,74,46
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","07-01-2025 17:00:00",19.173852,77.296291,OZONE,133,198,134
India,Maharashtra,Pune,"Karve Road, Pune - MPCB","07-01-2025 17:00:00",18.5011743,73.8165527,OZONE,16,16,16
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","07-01-2025 17:00:00",19.090337,73.014232,OZONE,3,168,157
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","07-01-2025 17:00:00",19.383200,72.820400,OZONE,6,7,7
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","07-01-2025 17:00:00",22.265816,86.174829,OZONE,13,41,30
India,Odisha,Rourkela,"Fertilizer Township, Rourkela - OSPCB","07-01-2025 17:00:00",22.18972222,84.86277778,CO,10,26,19
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","07-01-2025 17:00:00",22.24500000,84.88111111,CO,13,72,35
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","07-01-2025 17:00:00",20.34652,85.81630,OZONE,4,180,150
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","07-01-2025 17:00:00",22.06156703,85.47409613,OZONE,24,31,27
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","07-01-2025 17:00:00",21.8004996,83.8396977,OZONE,11,89,66
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","07-01-2025 17:00:00",31.620000,74.876512,OZONE,39,61,53
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB","07-01-2025 17:00:00",30.233011,74.907758,CO,24,116,61
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","07-01-2025 17:00:00",25.339605,74.618883,OZONE,22,95,80
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","07-01-2025 17:00:00",28.207266,76.829265,OZONE,17,58,49
India,Rajasthan,Alwar,"Moti Doongri, Alwar - RSPCB","07-01-2025 17:00:00",27.554793,76.611536,OZONE,7,41,16
India,Rajasthan,Bundi,"New Colony, Bundi - RSPCB","07-01-2025 17:00:00",25.435774,75.644272,OZONE,11,97,81
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","07-01-2025 17:00:00",27.215415,77.50873,OZONE,21,79,63
India,Odisha,Tensa,"Barsua Iron Ore Mines, Tensa - OSPCB","07-01-2025 17:00:00",21.869985,85.167016,OZONE,11,34,28
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","07-01-2025 17:00:00",21.643900,85.599355,OZONE,32,57,54
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB","07-01-2025 17:00:00",11.679111,78.125052,OZONE,15,17,16
India,TamilNadu,Dindigul,"Mendonsa Colony, Dindigul - TNPCB","07-01-2025 17:00:00",10.358535,77.984321,SO2,19,22,20
India,TamilNadu,Ariyalur,"Keelapalur, Ariyalur - TNPCB","07-01-2025 17:00:00",11.06825,79.07033,SO2,9,9,9
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","07-01-2025 17:00:00",17.540891,78.358528,OZONE,50,53,52
India,Rajasthan,Pratapgarh,"Pragati Nagar, Pratapgarh - RSPCB","07-01-2025 17:00:00",24.041198,74.780702,OZONE,56,78,68
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","07-01-2025 17:00:00",26.031443,76.359327,OZONE,27,83,63
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","07-01-2025 17:00:00",13.0052189,80.2398125,OZONE,4,8,7
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB","07-01-2025 17:00:00",26.268249,73.0193853,OZONE,16,70,50
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","07-01-2025 17:00:00",10.423417,78.784889,SO2,12,13,13
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","07-01-2025 17:00:00",9.36399,78.831977,OZONE,13,14,14
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","07-01-2025 17:00:00",25.344694,72.626208,OZONE,31,108,87
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB","07-01-2025 17:00:00",28.840739,78.697531,OZONE,3,42,29
